order_id,order_date,customer_id,customer_email,customer_phone,product_id,product_category,unit_price,quantity,total_amount,payment_method,store_location,sales_rep_id,is_fulfilled,shipping_cost,discount_amount,is_discounted
ORD-1146,2024-08-30 23:13:50.196491,CUST2990,customer570@example.com,+1-956-656-4688,PRD-708,Sports,400.86,5,2004.3,Cash,ST60,EMP358,True,8.65,27.9,False
ORD-1147,2024-12-02 23:13:50.196491,CUST6299,customer827@example.com,+1-547-892-8211,PRD-359,Clothing,170.14,2,340.28,Cash,ST44,EMP202,True,8.46,12.69,False
ORD-1148,2024-11-04 23:13:50.196491,CUST4572,customer610@example.com,+1-936-241-7319,PRD-871,Books,433.27,8,3466.16,Cash,ST91,EMP666,True,20.2,6.95,False
ORD-1149,2025-03-26 23:13:50.196491,CUST6975,customer680@example.com,+1-853-548-1081,PRD-714,Home,458.05,2,916.1,PayPal,ST14,EMP868,False,3.11,10.95,False
ORD-1150,2025-03-19 23:13:50.196491,CUST7320,customer168@example.com,+1-334-818-7999,PRD-651,Sports,430.61,10,4306.1,Cash,ST23,EMP200,True,24.27,28.89,False
ORD-1151,2025-04-11 23:13:50.196491,CUST5380,customer180@example.com,+1-376-482-8410,PRD-884,Sports,22.33,6,133.98,Bank Transfer,ST39,EMP297,True,13.87,3.26,False
ORD-1152,2024-11-15 23:13:50.196491,CUST5757,customer641@example.com,+1-766-240-2480,PRD-200,Electronics,394.75,8,3158.0,Bank Transfer,ST13,EMP912,True,4.57,21.71,False
ORD-1153,2024-06-01 23:13:50.196491,CUST3713,customer684@example.com,+1-639-155-4598,PRD-458,Electronics,208.61,6,1251.66,Bank Transfer,ST48,EMP325,False,3.28,6.76,True
ORD-1154,2024-10-19 23:13:50.196491,CUST6588,customer361@example.com,+1-896-925-5183,PRD-479,Sports,437.49,4,1749.96,Bank Transfer,ST93,EMP562,True,14.79,13.63,False
ORD-1155,2024-08-24 23:13:50.196491,CUST1966,customer188@example.com,+1-808-755-8644,PRD-919,Clothing,320.79,4,1283.16,Credit Card,ST73,EMP336,True,15.82,9.54,False
ORD-1156,2025-01-28 23:13:50.196491,CUST5944,customer307@example.com,+1-414-784-2758,PRD-320,Home,417.65,6,2505.9,Bank Transfer,ST34,EMP125,True,1.33,44.15,False
ORD-1157,2024-07-14 23:13:50.196491,CUST4432,customer312@example.com,+1-751-596-6813,PRD-919,Electronics,252.22,4,1008.88,Cash,ST37,EMP220,False,6.08,35.4,False
ORD-1158,2025-02-17 23:13:50.196491,CUST1688,customer933@example.com,+1-702-881-3292,PRD-519,Clothing,269.84,8,2158.72,PayPal,ST85,EMP605,True,19.89,43.42,False
ORD-1159,2024-11-05 23:13:50.196491,CUST5243,customer365@example.com,+1-677-408-9422,PRD-223,Books,76.47,9,688.23,Cash,ST75,EMP281,True,1.24,19.17,True
ORD-1160,2025-03-10 23:13:50.196491,CUST4701,customer392@example.com,+1-582-254-7991,PRD-521,Electronics,393.07,1,393.07,Bank Transfer,ST87,EMP810,False,21.38,15.67,False
ORD-1161,2025-02-21 23:13:50.196491,CUST9533,customer306@example.com,+1-314-489-5406,PRD-330,Clothing,212.6,4,850.4,Credit Card,ST31,EMP913,True,16.45,19.03,True
ORD-1162,2024-12-11 23:13:50.196491,CUST6182,customer432@example.com,+1-499-117-7927,PRD-789,Clothing,252.54,4,1010.16,Bank Transfer,ST40,EMP866,True,10.86,0.93,True
ORD-1163,2024-07-14 23:13:50.196491,CUST7704,customer176@example.com,+1-211-503-8980,PRD-162,Home,393.62,2,787.24,PayPal,ST32,EMP733,True,8.66,36.24,False
ORD-1164,2025-03-27 23:13:50.196491,CUST5422,customer387@example.com,+1-903-331-8098,PRD-584,Home,301.43,6,1808.58,Cash,ST57,EMP642,True,0.48,17.49,False
ORD-1165,2025-01-06 23:13:50.196491,CUST2759,customer146@example.com,+1-804-829-6397,PRD-727,Books,104.54,3,313.62,PayPal,ST29,EMP414,True,20.63,15.67,True
ORD-1166,2025-03-11 23:13:50.196491,CUST3482,customer721@example.com,+1-552-402-1540,PRD-802,Clothing,297.17,7,2080.19,PayPal,ST47,EMP896,False,3.57,29.91,False
ORD-1167,2024-05-19 23:13:50.196491,CUST9058,customer299@example.com,+1-669-912-1076,PRD-673,Clothing,206.78,5,1033.9,PayPal,ST64,EMP717,True,7.74,21.81,False
ORD-1168,2024-07-12 23:13:50.196491,CUST1951,customer526@example.com,+1-720-123-6134,PRD-867,Home,237.42,4,949.68,Cash,ST77,EMP835,True,14.23,49.04,False
ORD-1169,2024-05-28 23:13:50.196491,CUST9914,customer309@example.com,+1-875-624-5267,PRD-582,Electronics,19.01,5,95.05,Bank Transfer,ST88,EMP372,False,6.15,17.81,False
ORD-1170,2024-12-17 23:13:50.196491,CUST3079,customer987@example.com,+1-526-811-8652,PRD-618,Electronics,108.96,8,871.68,PayPal,ST97,EMP331,True,12.43,30.69,False
ORD-1171,2024-05-11 23:13:50.196491,CUST3717,customer519@example.com,+1-688-561-4659,PRD-254,Sports,144.11,3,432.33,Cash,ST98,EMP519,True,20.23,15.58,True
ORD-1172,2024-09-05 23:13:50.196491,CUST5524,customer253@example.com,+1-363-471-8740,PRD-191,Home,357.92,7,2505.44,Credit Card,ST10,EMP867,True,11.76,49.53,False
ORD-1173,2024-10-16 23:13:50.196491,CUST9477,customer621@example.com,+1-623-856-9448,PRD-625,Sports,10.69,6,64.14,Cash,ST16,EMP541,True,23.72,22.26,True
ORD-1174,2024-09-11 23:13:50.196491,CUST8311,customer514@example.com,+1-955-773-7487,PRD-554,Home,207.34,1,207.34,Credit Card,ST66,EMP595,True,21.19,31.71,False
ORD-1175,2024-07-15 23:13:50.196491,CUST8186,customer452@example.com,+1-476-772-1258,PRD-840,Books,462.39,7,3236.73,Cash,ST21,EMP123,True,8.33,6.34,False
ORD-1176,2024-12-24 23:13:50.196491,CUST3065,customer256@example.com,+1-506-946-2118,PRD-697,Clothing,60.38,7,422.66,Bank Transfer,ST14,EMP208,True,10.0,36.65,False
ORD-1177,2024-12-29 23:13:50.196491,CUST1768,customer360@example.com,+1-663-345-2658,PRD-744,Books,260.63,1,260.63,PayPal,ST59,EMP802,True,10.58,13.46,True
ORD-1178,2024-09-03 23:13:50.196491,CUST6490,customer176@example.com,+1-386-873-1784,PRD-609,Home,394.33,9,3548.97,Bank Transfer,ST51,EMP601,True,15.65,22.43,True
ORD-1179,2024-08-08 23:13:50.196491,CUST7645,customer868@example.com,+1-572-671-4196,PRD-282,Clothing,471.55,6,2829.3,Cash,ST21,EMP958,False,7.17,44.16,False
ORD-1180,2024-04-30 23:13:50.196491,CUST6083,customer587@example.com,+1-536-440-1562,PRD-485,Electronics,374.65,2,749.3,PayPal,ST27,EMP124,True,24.23,48.53,False
ORD-1181,2024-10-08 23:13:50.196491,CUST6232,customer230@example.com,+1-377-750-3999,PRD-673,Electronics,361.68,5,1808.4,Credit Card,ST75,EMP286,True,15.22,21.23,False
ORD-1182,2024-12-08 23:13:50.196491,CUST6797,customer678@example.com,+1-369-138-1068,PRD-830,Sports,414.11,4,1656.44,Cash,ST83,EMP387,True,9.99,41.74,False
ORD-1183,2024-06-10 23:13:50.196491,CUST5926,customer554@example.com,+1-435-659-3428,PRD-504,Home,225.87,7,1581.09,PayPal,ST88,EMP727,True,16.13,2.67,False
ORD-1184,2024-11-10 23:13:50.196491,CUST7016,customer839@example.com,+1-256-376-7993,PRD-345,Home,403.89,8,3231.12,Credit Card,ST26,EMP437,True,9.89,42.38,True
ORD-1185,2024-09-11 23:13:50.196491,CUST4335,customer262@example.com,+1-298-626-1573,PRD-841,Electronics,8.94,1,8.94,Credit Card,ST77,EMP977,True,20.44,31.48,True
ORD-1186,2024-06-21 23:13:50.196491,CUST9038,customer114@example.com,+1-318-568-2478,PRD-690,Books,462.66,5,2313.3,Bank Transfer,ST80,EMP136,False,14.2,24.44,False
ORD-1187,2024-09-02 23:13:50.196491,CUST5873,customer331@example.com,+1-225-589-7127,PRD-760,Clothing,224.44,3,673.32,Cash,ST71,EMP893,False,1.05,44.5,False
ORD-1188,2024-11-03 23:13:50.196491,CUST2481,customer294@example.com,+1-207-615-7676,PRD-749,Books,278.92,1,278.92,Credit Card,ST50,EMP236,True,4.42,42.27,True
ORD-1189,2024-11-23 23:13:50.196491,CUST7305,customer960@example.com,+1-348-587-9166,PRD-570,Books,131.17,3,393.51,PayPal,ST43,EMP607,True,21.62,14.85,True
ORD-1190,2024-06-13 23:13:50.196491,CUST4451,customer641@example.com,+1-854-856-7050,PRD-925,Electronics,372.55,6,2235.3,Credit Card,ST79,EMP326,True,14.07,39.57,False
ORD-1191,2024-11-15 23:13:50.196491,CUST1054,customer458@example.com,+1-754-524-9484,PRD-987,Electronics,42.93,7,300.51,Credit Card,ST54,EMP419,True,23.76,4.97,True
ORD-1192,2025-01-18 23:13:50.196491,CUST8643,customer949@example.com,+1-384-653-5526,PRD-522,Electronics,436.95,8,3495.6,Bank Transfer,ST67,EMP939,True,1.81,41.14,False
ORD-1193,2024-09-03 23:13:50.196491,CUST4462,customer430@example.com,+1-803-416-6443,PRD-164,Sports,414.92,4,1659.68,Bank Transfer,ST60,EMP281,True,7.38,33.77,False
ORD-1194,2024-10-26 23:13:50.196491,CUST1832,customer526@example.com,+1-764-695-3593,PRD-112,Books,111.95,3,335.85,PayPal,ST43,EMP973,True,4.84,4.39,True
ORD-1195,2025-01-01 23:13:50.196491,CUST6954,customer596@example.com,+1-275-964-7852,PRD-312,Home,405.62,5,2028.1,Bank Transfer,ST53,EMP185,True,13.85,34.15,True
ORD-1196,2024-06-10 23:13:50.196491,CUST9519,customer927@example.com,+1-685-897-8971,PRD-341,Clothing,394.25,9,3548.25,Credit Card,ST24,EMP566,True,9.57,29.03,False
ORD-1197,2025-03-03 23:13:50.196491,CUST8221,customer585@example.com,+1-749-151-8822,PRD-592,Sports,317.95,6,1907.7,Credit Card,ST87,EMP152,True,3.93,29.73,False
ORD-1198,2024-07-30 23:13:50.196491,CUST4310,customer907@example.com,+1-595-320-4823,PRD-312,Home,189.89,9,1709.01,Bank Transfer,ST79,EMP959,True,16.07,14.54,False
ORD-1199,2024-07-03 23:13:50.196491,CUST4300,customer548@example.com,+1-342-960-9554,PRD-792,Books,139.39,6,836.34,Credit Card,ST59,EMP966,False,13.41,13.32,False
ORD-1200,2025-01-01 23:13:50.196491,CUST7722,customer512@example.com,+1-581-660-8444,PRD-437,Electronics,119.73,2,239.46,Credit Card,ST41,EMP334,True,6.87,38.13,False
ORD-1201,2025-01-13 23:13:50.196491,CUST8218,customer429@example.com,+1-470-113-8147,PRD-272,Books,162.71,5,813.55,PayPal,ST76,EMP878,True,11.99,12.84,False
ORD-1202,2025-01-01 23:13:50.196491,CUST8776,customer831@example.com,+1-663-626-5329,PRD-771,Clothing,452.26,9,4070.34,Bank Transfer,ST12,EMP898,True,18.64,22.31,False
ORD-1203,2025-02-02 23:13:50.196491,CUST4675,customer988@example.com,+1-774-807-9218,PRD-263,Sports,43.43,8,347.44,Credit Card,ST95,EMP532,True,5.13,34.74,True
ORD-1204,2024-10-19 23:13:50.196491,CUST4054,customer246@example.com,+1-670-192-9500,PRD-564,Sports,415.29,7,2907.03,Bank Transfer,ST95,EMP595,True,7.32,3.98,False
ORD-1205,2025-01-01 23:13:50.196491,CUST8970,customer358@example.com,+1-251-418-6688,PRD-596,Clothing,177.7,1,177.7,PayPal,ST83,EMP199,True,8.65,29.73,False
ORD-1206,2025-04-22 23:13:50.196491,CUST3143,customer391@example.com,+1-319-919-8018,PRD-799,Home,263.19,4,1052.76,Bank Transfer,ST60,EMP698,True,18.67,29.47,False
ORD-1207,2024-12-15 23:13:50.196491,CUST6207,customer910@example.com,+1-242-746-4956,PRD-494,Home,398.27,7,2787.89,Credit Card,ST76,EMP502,False,21.17,34.21,False
ORD-1208,2024-09-16 23:13:50.196491,CUST3538,customer242@example.com,+1-459-296-7875,PRD-802,Sports,442.77,7,3099.39,Bank Transfer,ST85,EMP495,True,9.41,18.5,False
ORD-1209,2025-03-01 23:13:50.196491,CUST5547,customer846@example.com,+1-535-652-2525,PRD-407,Sports,175.67,6,1054.02,Credit Card,ST57,EMP626,True,7.42,22.45,False
ORD-1210,2024-05-16 23:13:50.196491,CUST6619,customer726@example.com,+1-454-613-7125,PRD-867,Electronics,233.61,8,1868.88,Credit Card,ST26,EMP514,True,22.24,16.5,True
ORD-1211,2024-09-12 23:13:50.196491,CUST9356,customer464@example.com,+1-906-341-7900,PRD-282,Home,210.19,6,1261.14,Credit Card,ST16,EMP712,True,24.98,40.41,True
ORD-1212,2024-09-11 23:13:50.196491,CUST7612,customer189@example.com,+1-819-552-4464,PRD-728,Clothing,11.56,10,115.6,PayPal,ST22,EMP776,True,16.76,6.53,False
ORD-1213,2024-12-19 23:13:50.196491,CUST6005,customer819@example.com,+1-411-767-8496,PRD-893,Home,151.49,3,454.47,Bank Transfer,ST75,EMP562,True,24.75,48.15,True
ORD-1214,2024-12-15 23:13:50.196491,CUST1822,customer263@example.com,+1-811-355-2502,PRD-609,Electronics,232.3,4,929.2,PayPal,ST13,EMP640,True,16.5,31.74,False
ORD-1215,2025-03-02 23:13:50.196491,CUST1943,customer580@example.com,+1-760-162-6430,PRD-807,Sports,208.49,3,625.47,Bank Transfer,ST19,EMP725,True,18.34,44.35,False
ORD-1216,2024-11-03 23:13:50.196491,CUST7150,customer183@example.com,+1-606-901-4176,PRD-645,Sports,362.35,1,362.35,PayPal,ST97,EMP718,True,9.72,21.31,False
ORD-1217,2024-09-18 23:13:50.196491,CUST5425,customer176@example.com,+1-816-936-7158,PRD-663,Electronics,195.48,10,1954.8,Cash,ST26,EMP463,False,10.82,16.61,False
ORD-1218,2024-11-15 23:13:50.196491,CUST9966,customer772@example.com,+1-886-358-1722,PRD-723,Clothing,247.24,5,1236.2,Credit Card,ST61,EMP229,True,3.6,45.04,False
ORD-1219,2024-10-08 23:13:50.196491,CUST3198,customer616@example.com,+1-611-358-1613,PRD-863,Sports,217.66,1,217.66,Credit Card,ST15,EMP183,True,20.57,4.94,True
ORD-1220,2024-08-20 23:13:50.196491,CUST5242,customer584@example.com,+1-459-955-6790,PRD-693,Books,371.61,1,371.61,PayPal,ST92,EMP370,True,23.28,5.86,True
ORD-1221,2024-06-04 23:13:50.196491,CUST4695,customer689@example.com,+1-244-912-1330,PRD-843,Sports,432.17,2,864.34,Cash,ST78,EMP343,True,15.59,14.97,False
ORD-1222,2024-10-03 23:13:50.196491,CUST4452,customer702@example.com,+1-364-292-6493,PRD-326,Books,268.29,4,1073.16,Credit Card,ST83,EMP487,True,8.59,47.99,True
ORD-1223,2024-10-22 23:13:50.196491,CUST2308,customer698@example.com,+1-264-486-6614,PRD-844,Electronics,395.77,6,2374.62,Bank Transfer,ST18,EMP313,True,3.85,31.65,False
ORD-1224,2024-12-22 23:13:50.196491,CUST5177,customer881@example.com,+1-993-792-6913,PRD-832,Electronics,151.91,8,1215.28,PayPal,ST86,EMP917,True,6.63,27.71,True
ORD-1225,2024-08-12 23:13:50.196491,CUST9705,customer203@example.com,+1-990-129-6611,PRD-535,Sports,272.98,3,818.94,Credit Card,ST92,EMP265,True,6.39,35.27,False
ORD-1226,2024-07-04 23:13:50.196491,CUST7852,customer551@example.com,+1-416-419-9085,PRD-521,Home,175.89,1,175.89,Credit Card,ST30,EMP890,True,15.34,20.87,False
ORD-1227,2024-07-18 23:13:50.196491,CUST7035,customer586@example.com,+1-598-990-5200,PRD-653,Books,210.03,3,630.09,PayPal,ST33,EMP158,True,23.63,37.9,True
ORD-1228,2024-06-03 23:13:50.196491,CUST4594,customer438@example.com,+1-895-429-9851,PRD-120,Clothing,367.54,3,1102.62,PayPal,ST13,EMP701,True,1.21,19.66,False
ORD-1229,2025-01-16 23:13:50.196491,CUST5841,customer786@example.com,+1-816-146-7742,PRD-653,Sports,441.42,5,2207.1,Bank Transfer,ST33,EMP982,True,0.03,41.32,False
ORD-1230,2024-10-08 23:13:50.196491,CUST2409,customer665@example.com,+1-840-869-7457,PRD-496,Clothing,65.14,4,260.56,Bank Transfer,ST68,EMP942,True,15.0,13.36,False
ORD-1231,2024-08-27 23:13:50.196491,CUST5566,customer577@example.com,+1-346-561-6703,PRD-724,Sports,319.15,4,1276.6,Credit Card,ST12,EMP603,True,7.1,13.88,False
ORD-1232,2024-12-01 23:13:50.196491,CUST5491,customer822@example.com,+1-685-751-7170,PRD-204,Home,293.16,9,2638.44,Credit Card,ST77,EMP805,True,22.01,26.12,False
ORD-1233,2025-01-17 23:13:50.196491,CUST2555,customer706@example.com,+1-228-370-7644,PRD-291,Home,63.62,7,445.34,PayPal,ST49,EMP222,True,8.18,21.54,False
ORD-1234,2024-10-05 23:13:50.196491,CUST1804,customer322@example.com,+1-452-484-5155,PRD-116,Home,109.89,4,439.56,Credit Card,ST57,EMP747,True,7.24,32.41,False
ORD-1235,2024-12-21 23:13:50.196491,CUST2279,customer108@example.com,+1-306-319-3611,PRD-219,Home,158.95,3,476.85,Credit Card,ST63,EMP512,True,6.74,18.21,False
ORD-1236,2024-10-19 23:13:50.196491,CUST8083,customer152@example.com,+1-771-645-1095,PRD-492,Electronics,87.63,6,525.78,PayPal,ST44,EMP238,True,3.62,11.53,True
ORD-1237,2024-06-02 23:13:50.196491,CUST6986,customer176@example.com,+1-288-927-7041,PRD-524,Electronics,125.65,3,376.95,Credit Card,ST65,EMP328,True,14.54,23.49,False
ORD-1238,2024-05-10 23:13:50.196491,CUST6619,customer817@example.com,+1-430-374-9437,PRD-228,Books,137.46,6,824.76,Credit Card,ST98,EMP373,False,4.21,28.05,False
ORD-1239,2024-08-08 23:13:50.196491,CUST2387,customer602@example.com,+1-310-333-4349,PRD-229,Clothing,171.16,9,1540.44,Cash,ST49,EMP538,True,10.62,7.13,False
ORD-1240,2024-11-27 23:13:50.196491,CUST3679,customer415@example.com,+1-676-516-6247,PRD-671,Sports,375.95,6,2255.7,Bank Transfer,ST86,EMP661,True,11.52,27.84,False
ORD-1241,2024-08-15 23:13:50.196491,CUST3106,customer913@example.com,+1-436-902-2417,PRD-659,Sports,288.1,4,1152.4,PayPal,ST77,EMP217,True,0.51,15.96,False
ORD-1242,2024-05-13 23:13:50.196491,CUST9173,customer921@example.com,+1-674-754-1110,PRD-128,Electronics,493.19,5,2465.95,Cash,ST55,EMP813,True,0.42,19.62,False
ORD-1243,2024-11-28 23:13:50.196491,CUST5223,customer941@example.com,+1-289-862-8391,PRD-196,Sports,210.29,6,1261.74,Bank Transfer,ST87,EMP582,False,13.01,13.97,False
ORD-1244,2024-11-27 23:13:50.196491,CUST5831,customer723@example.com,+1-300-231-6132,PRD-109,Electronics,378.16,3,1134.48,Bank Transfer,ST22,EMP494,False,17.4,46.57,False
ORD-1245,2024-05-07 23:13:50.196491,CUST3768,customer962@example.com,+1-656-540-9289,PRD-341,Books,436.38,8,3491.04,Bank Transfer,ST36,EMP802,True,23.55,34.17,False
ORD-1246,2024-10-07 23:13:50.196491,CUST4186,customer264@example.com,+1-319-392-2734,PRD-925,Clothing,341.09,4,1364.36,Cash,ST15,EMP975,True,4.48,13.12,False
ORD-1247,2024-06-20 23:13:50.196491,CUST3573,customer378@example.com,+1-200-671-7393,PRD-331,Books,208.87,8,1670.96,Cash,ST26,EMP559,True,2.58,32.25,False
ORD-1248,2024-12-17 23:13:50.196491,CUST3599,customer126@example.com,+1-851-248-4466,PRD-888,Home,378.03,10,3780.3,Bank Transfer,ST45,EMP934,True,1.3,42.43,False
ORD-1249,2025-03-16 23:13:50.196491,CUST5033,customer169@example.com,+1-243-982-2721,PRD-383,Home,105.82,10,1058.2,Credit Card,ST90,EMP792,True,10.9,20.08,False
ORD-1250,2024-05-21 23:13:50.196491,CUST9428,customer317@example.com,+1-819-143-2816,PRD-814,Home,167.14,3,501.42,Credit Card,ST11,EMP177,True,15.58,41.5,True
ORD-1251,2024-04-29 23:13:50.196491,CUST2304,customer464@example.com,+1-452-231-6775,PRD-858,Books,275.61,10,2756.1,Cash,ST86,EMP511,False,21.01,7.72,True
ORD-1252,2024-12-16 23:13:50.196491,CUST8368,customer800@example.com,+1-977-208-7849,PRD-901,Sports,289.83,7,2028.81,Cash,ST61,EMP174,True,17.07,41.14,False
ORD-1253,2024-07-31 23:13:50.196491,CUST6877,customer944@example.com,+1-234-566-3322,PRD-875,Clothing,15.96,9,143.64,Cash,ST75,EMP394,True,5.21,27.01,False
ORD-1254,2024-11-24 23:13:50.196491,CUST2301,customer405@example.com,+1-386-342-5359,PRD-825,Home,472.83,4,1891.32,Bank Transfer,ST61,EMP892,False,11.54,11.15,False
ORD-1255,2024-06-30 23:13:50.196491,CUST3541,customer223@example.com,+1-721-777-6660,PRD-299,Home,349.83,8,2798.64,Credit Card,ST52,EMP120,False,22.76,20.36,False
ORD-1256,2025-01-15 23:13:50.196491,CUST3051,customer118@example.com,+1-982-186-9401,PRD-178,Home,250.37,3,751.11,Cash,ST99,EMP270,True,8.17,49.4,False
ORD-1257,2024-08-04 23:13:50.196491,CUST7809,customer356@example.com,+1-245-566-2563,PRD-954,Clothing,466.9,7,3268.3,Cash,ST31,EMP114,True,12.47,39.18,True
ORD-1258,2024-08-15 23:13:50.196491,CUST9633,customer395@example.com,+1-225-365-1174,PRD-955,Home,222.35,3,667.05,PayPal,ST64,EMP310,True,23.96,28.75,False
ORD-1259,2024-12-01 23:13:50.196491,CUST9996,customer121@example.com,+1-715-410-1321,PRD-272,Clothing,490.32,7,3432.24,Bank Transfer,ST76,EMP659,True,18.37,5.76,False
ORD-1260,2024-05-13 23:13:50.196491,CUST1074,customer979@example.com,+1-778-234-6604,PRD-566,Home,258.58,10,2585.8,PayPal,ST69,EMP185,False,18.69,20.89,False
ORD-1261,2025-01-02 23:13:50.196491,CUST7981,customer549@example.com,+1-798-119-8436,PRD-680,Books,61.57,10,615.7,Credit Card,ST67,EMP248,False,6.31,13.15,False
ORD-1262,2025-02-23 23:13:50.196491,CUST6475,customer651@example.com,+1-532-654-6002,PRD-515,Books,383.58,6,2301.48,PayPal,ST21,EMP799,True,10.37,3.55,True
ORD-1263,2025-04-22 23:13:50.196491,CUST9232,customer649@example.com,+1-600-405-3514,PRD-548,Clothing,341.05,2,682.1,PayPal,ST97,EMP471,True,2.06,27.11,False
ORD-1264,2024-06-24 23:13:50.196491,CUST8184,customer147@example.com,+1-459-633-1100,PRD-186,Books,387.63,3,1162.89,PayPal,ST78,EMP579,True,15.16,44.46,True
ORD-1265,2024-08-13 23:13:50.196491,CUST6796,customer794@example.com,+1-750-901-3400,PRD-200,Clothing,475.96,6,2855.76,Bank Transfer,ST93,EMP917,False,2.59,33.78,False
ORD-1266,2024-12-05 23:13:50.196491,CUST8141,customer686@example.com,+1-499-781-3343,PRD-107,Books,389.36,4,1557.44,Credit Card,ST48,EMP250,True,20.9,12.48,False
ORD-1267,2025-03-18 23:13:50.196491,CUST2622,customer820@example.com,+1-552-229-2018,PRD-944,Books,307.61,6,1845.66,PayPal,ST22,EMP240,True,20.36,28.68,False
ORD-1268,2024-11-15 23:13:50.196491,CUST9041,customer282@example.com,+1-355-173-4536,PRD-299,Clothing,429.37,1,429.37,Bank Transfer,ST50,EMP168,True,13.34,47.16,False
ORD-1269,2025-04-15 23:13:50.196491,CUST1341,customer534@example.com,+1-289-678-3502,PRD-604,Sports,338.26,10,3382.6,Credit Card,ST66,EMP359,True,3.53,36.15,False
ORD-1270,2024-09-03 23:13:50.196491,CUST3074,customer206@example.com,+1-947-811-1979,PRD-186,Books,207.02,1,207.02,Cash,ST62,EMP945,True,0.64,34.47,False
ORD-1271,2025-01-15 23:13:50.196491,CUST8992,customer287@example.com,+1-531-838-1976,PRD-142,Home,443.38,3,1330.14,PayPal,ST21,EMP620,True,19.92,48.41,False
ORD-1272,2024-11-28 23:13:50.196491,CUST1645,customer875@example.com,+1-547-332-6897,PRD-484,Sports,114.84,8,918.72,Credit Card,ST22,EMP732,False,15.0,39.94,True
ORD-1273,2024-06-24 23:13:50.196491,CUST5263,customer185@example.com,+1-797-201-1107,PRD-720,Clothing,358.75,8,2870.0,PayPal,ST83,EMP470,False,17.77,6.83,False
ORD-1274,2024-09-28 23:13:50.196491,CUST9801,customer935@example.com,+1-364-702-9895,PRD-534,Sports,441.37,4,1765.48,Cash,ST66,EMP518,True,7.6,17.38,False
ORD-1275,2024-12-14 23:13:50.196491,CUST7136,customer942@example.com,+1-534-185-7877,PRD-507,Electronics,367.0,6,2202.0,Credit Card,ST49,EMP200,True,12.74,48.26,True
ORD-1276,2024-11-23 23:13:50.196491,CUST9646,customer555@example.com,+1-623-712-4809,PRD-582,Electronics,350.15,8,2801.2,Bank Transfer,ST89,EMP760,True,18.68,24.49,False
ORD-1277,2025-03-01 23:13:50.196491,CUST3969,customer236@example.com,+1-563-159-1559,PRD-763,Books,377.56,7,2642.92,Credit Card,ST54,EMP757,True,11.56,5.58,False
ORD-1278,2024-12-25 23:13:50.196491,CUST4028,customer957@example.com,+1-316-838-5969,PRD-116,Books,235.2,7,1646.4,Bank Transfer,ST44,EMP964,True,15.03,22.93,False
ORD-1279,2024-11-14 23:13:50.196491,CUST8643,customer997@example.com,+1-744-143-1508,PRD-744,Home,437.71,4,1750.84,Credit Card,ST12,EMP342,False,19.74,34.85,False
ORD-1280,2024-12-29 23:13:50.196491,CUST3681,customer435@example.com,+1-364-467-4928,PRD-247,Sports,105.7,9,951.3,Bank Transfer,ST14,EMP852,True,5.38,49.88,False
ORD-1281,2025-02-08 23:13:50.196491,CUST4629,customer706@example.com,+1-491-948-1916,PRD-376,Electronics,68.06,10,680.6,Cash,ST99,EMP611,True,1.65,16.2,False
ORD-1282,2025-01-01 23:13:50.196491,CUST5225,customer937@example.com,+1-998-975-2760,PRD-331,Books,146.33,6,877.98,Cash,ST20,EMP948,False,13.3,25.7,False
ORD-1283,2025-01-10 23:13:50.196491,CUST4067,customer856@example.com,+1-485-303-1818,PRD-925,Sports,268.13,3,804.39,Cash,ST80,EMP654,False,1.55,43.98,False
ORD-1284,2024-05-19 23:13:50.196491,CUST6941,customer568@example.com,+1-320-855-4065,PRD-465,Books,257.73,5,1288.65,Credit Card,ST65,EMP194,True,19.16,17.76,False
ORD-1285,2024-08-13 23:13:50.196491,CUST2386,customer701@example.com,+1-387-112-1602,PRD-327,Books,411.2,5,2056.0,Cash,ST19,EMP325,True,17.98,5.46,True
ORD-1286,2024-09-09 23:13:50.196491,CUST3866,customer670@example.com,+1-399-685-4527,PRD-750,Electronics,205.26,5,1026.3,PayPal,ST43,EMP617,True,22.04,47.45,False
ORD-1287,2025-01-02 23:13:50.196491,CUST5788,customer502@example.com,+1-647-887-8963,PRD-535,Electronics,244.75,8,1958.0,Cash,ST76,EMP313,True,15.99,24.42,True
ORD-1288,2025-01-15 23:13:50.196491,CUST6490,customer639@example.com,+1-329-988-5615,PRD-498,Books,11.62,9,104.58,Bank Transfer,ST81,EMP817,True,1.68,25.14,True
ORD-1289,2024-11-22 23:13:50.196491,CUST5124,customer171@example.com,+1-212-824-7766,PRD-310,Clothing,207.82,9,1870.38,Bank Transfer,ST40,EMP166,True,6.33,31.06,False
ORD-1290,2024-05-10 23:13:50.196491,CUST9340,customer881@example.com,+1-734-401-4837,PRD-490,Books,325.65,6,1953.9,Bank Transfer,ST84,EMP495,False,20.2,0.18,False
ORD-1291,2024-05-21 23:13:50.196491,CUST4850,customer123@example.com,+1-726-741-9651,PRD-598,Books,12.68,6,76.08,Credit Card,ST80,EMP711,True,4.18,46.56,True
ORD-1292,2024-10-12 23:13:50.196491,CUST6415,customer723@example.com,+1-704-407-3808,PRD-639,Home,144.04,9,1296.36,PayPal,ST75,EMP111,True,17.46,18.07,True
